id,chapter,section,subsection,page,text,text_clean,word_count
p0375,Part 7: Academic Advising and Support,Seven Principles of Duke Kunshan University Academic Advising,,70,"• Academic advising cultivates academic citizens who are knowledgeable about how their curricular and career interests influence their local, national, and international communities (Rooted Globalism). • Academic advising is a collaborative experience between Advisor and Advisee that teaches problem solving skills to successfully navigate college and life circumstances (Collaborative Problem Solving).","• Academic advising cultivates academic citizens who are knowledgeable about how their curricular and career interests influence their local, national, and international communities (Rooted Globalism). • Academic advising is a collaborative experience between Advisor and Advisee that teaches problem solving skills to successfully navigate college and life circumstances (Collaborative Problem Solving).",51
p0376,Part 7: Academic Advising and Support,Seven Principles of Duke Kunshan University Academic Advising,,71,• Academic advising leverages curricular teachings with practical experience to assist with critical thinking and career readiness (Research and Practice).,• Academic advising leverages curricular teachings with practical experience to assist with critical thinking and career readiness (Research and Practice).,20
p0377,Part 7: Academic Advising and Support,Seven Principles of Duke Kunshan University Academic Advising,,71,"• Academic advising promotes effective discourse between Advisee and Advisor that nurtures good decision-making practices (Lucid Communication). • Academic advising is an environment where Advisees are responsible for charting their academic, social, and career pathways through inquiry, reflection, personal choice and consultation with Advisors (Independence and Creativity). • Academic advising teaches ethical principles that promote holistic student development, authentic academic workmanship, innovative thinking, and research (Wise Leadership). • Academic advising teaches and encourages Advisees to grow, discover, and enhance academic grit to persevere through academic and life challenges (A Purposeful Life).","• Academic advising promotes effective discourse between Advisee and Advisor that nurtures good decision-making practices (Lucid Communication). • Academic advising is an environment where Advisees are responsible for charting their academic, social, and career pathways through inquiry, reflection, personal choice and consultation with Advisors (Independence and Creativity). • Academic advising teaches ethical principles that promote holistic student development, authentic academic workmanship, innovative thinking, and research (Wise Leadership). • Academic advising teaches and encourages Advisees to grow, discover, and enhance academic grit to persevere through academic and life challenges (A Purposeful Life).",91
p0378,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,72,The Career Services Office at Duke Kunshan University is committed to assisting graduate and undergraduate students as well as alumni with discovering and refining their career pathways and ultimately realizing their future career goals.,The Career Services Office at Duke Kunshan University is committed to assisting graduate and undergraduate students as well as alumni with discovering and refining their career pathways and ultimately realizing their future career goals.,34
p0379,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,72,"The Office will provide both guidance and resources to students and alumni that will help them to explore different job and career opportunities as well as help them to gain important skills, knowledge, and experience in order to be competitive and successful in achieving their long-term career goals. The Career Services Office encourages students to make the most of their Duke Kunshan University experience by accessing relevant campus resources, developing career interests and values, and establishing and maintaining relationships with their peers as well as faculty, staff and alumni.","The Office will provide both guidance and resources to students and alumni that will help them to explore different job and career opportunities as well as help them to gain important skills, knowledge, and experience in order to be competitive and successful in achieving their long-term career goals. The Career Services Office encourages students to make the most of their Duke Kunshan University experience by accessing relevant campus resources, developing career interests and values, and establishing and maintaining relationships with their peers as well as faculty, staff and alumni.",89
p0380,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,72,"The Office also provides Career Development Mentorship Program which is designed to help Duke Kunshan University Undergraduate students from year three onward, improve career skills and knowledge by connecting students with alumni or a professional across a variety of fields. This opportunity is optional to students. Mentors are encouraged to interact with their students on three separate occasions (or more) per academic term. Interactions may occur in-person or remotely.","The Office also provides Career Development Mentorship Program which is designed to help Duke Kunshan University Undergraduate students from year three onward, improve career skills and knowledge by connecting students with alumni or a professional across a variety of fields. This opportunity is optional to students. Mentors are encouraged to interact with their students on three separate occasions (or more) per academic term. Interactions may occur in-person or remotely.",69
p0381,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,72,"The Career Services Office will also follow the seven principles of Duke Kunshan University when creating programs and providing services. The services and support will be done with the aid of a network that engages offices such as Academic Advising and Student Affairs, students, faculty, staff, alumni, external partners and other stakeholders to support students’ career development needs.","The Career Services Office will also follow the seven principles of Duke Kunshan University when creating programs and providing services. The services and support will be done with the aid of a network that engages offices such as Academic Advising and Student Affairs, students, faculty, staff, alumni, external partners and other stakeholders to support students’ career development needs.",58
p0382,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,72,"• Resources & Tools: including online platform, assessment tools, online and offline resources for information research, and other career development tools to help students with goal identification and career path planning. • Coaching & Advising: career development coaching (one-on-one coaching appointments with career coaches) and graduate school advising (group sessions and one-on-one meeting with coaches and advisors). • Workshops and Events: including skill workshops, specialized seminars and conferences, guest speakers, case competitions, internship fairs and on campus recruitment events etc. • Specialized Career Programs: including engagement programs with corporate partners, engagement programs with alumni, and development programs with other external partners such as government and research institutions. • Opportunities Development: the Career Services Office works to build and maintain relationships with alumni and employers who can provide internships, learning opportunities, and full-time opportunities. • Internship","• Resources & Tools: including online platform, assessment tools, online and offline resources for information research, and other career development tools to help students with goal identification and career path planning. • Coaching & Advising: career development coaching (one-on-one coaching appointments with career coaches) and graduate school advising (group sessions and one-on-one meeting with coaches and advisors). • Workshops and Events: including skill workshops, specialized seminars and conferences, guest speakers, case competitions, internship fairs and on campus recruitment events etc. • Specialized Career Programs: including engagement programs with corporate partners, engagement programs with alumni, and development programs with other external partners such as government and research institutions. • Opportunities Development: the Career Services Office works to build and maintain relationships with alumni and employers who can provide internships, learning opportunities, and full-time opportunities. • Internship",135
p0383,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,72,"Facilitation & Processing: works with student mobility, keeps all records of foreign student internships in China on record, advises on legal requirements, keeps up-to-date on relevant changes and opportunities.","Facilitation & Processing: works with student mobility, keeps all records of foreign student internships in China on record, advises on legal requirements, keeps up-to-date on relevant changes and opportunities.",29
p0384,"Part 8: Career Services, Study Away, and Research Opportunities",Career Services,,73,"and shared with students, and individual consultation allows for focused guidance on how to secure summer internships. • Handling Student Work Program: including review position openings and hiring, managing time sheets, processing student workers’ monthly stipend, reporting tax to government, and providing training for both hiring departments and student workers.","and shared with students, and individual consultation allows for focused guidance on how to secure summer internships. • Handling Student Work Program: including review position openings and hiring, managing time sheets, processing student workers’ monthly stipend, reporting tax to government, and providing training for both hiring departments and student workers.",50
p0385,"Part 8: Career Services, Study Away, and Research Opportunities",Student Research Opportunities,,73,"Research experience is an important component of the Duke Kunshan University undergraduate program. Students can do research with Duke Kunshan faculty for credit during the academic year. In limited cases, research for pay is an option. Depending on a student’s particular interests, research may also play a role in their signature work project. In addition, the University Summer Research Scholars (SRS) program supports students participating in collaborative research supervised by Duke Kunshan or Duke faculty over the summer. Students interested in either summer or academic year research are encouraged to discuss their interests directly with faculty whose research areas align.","Research experience is an important component of the Duke Kunshan University undergraduate program. Students can do research with Duke Kunshan faculty for credit during the academic year. In limited cases, research for pay is an option. Depending on a student’s particular interests, research may also play a role in their signature work project. In addition, the University Summer Research Scholars (SRS) program supports students participating in collaborative research supervised by Duke Kunshan or Duke faculty over the summer. Students interested in either summer or academic year research are encouraged to discuss their interests directly with faculty whose research areas align.",100
p0386,"Part 8: Career Services, Study Away, and Research Opportunities",Student Research Opportunities,,73,"In addition to research centers and research programs at Duke Kunshan University and research experience during a student’s study abroad period at Duke or elsewhere, research institutions outside of Duke Kunshan University, including international corporations, organizations, and NGOs in Kunshan, Suzhou and Shanghai areas, further enhance research and internship opportunities for Duke Kunshan University students. Career Services and individual faculty can help students identify off-campus opportunities.","In addition to research centers and research programs at Duke Kunshan University and research experience during a student’s study abroad period at Duke or elsewhere, research institutions outside of Duke Kunshan University, including international corporations, organizations, and NGOs in Kunshan, Suzhou and Shanghai areas, further enhance research and internship opportunities for Duke Kunshan University students. Career Services and individual faculty can help students identify off-campus opportunities.",66
p0387,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,73,Students who are in good standing at Duke Kunshan University will have the opportunity to attend a study away program for one academic term in their junior year and/or summer terms. The Office of Global Education is responsible for vetting and approving all academic study programs undertaken for credit abroad or off campus. The Office also facilitates the course credit transfer request process for students studying in such programs.,Students who are in good standing at Duke Kunshan University will have the opportunity to attend a study away program for one academic term in their junior year and/or summer terms. The Office of Global Education is responsible for vetting and approving all academic study programs undertaken for credit abroad or off campus. The Office also facilitates the course credit transfer request process for students studying in such programs.,69
p0388,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,73,"Students must apply and receive approval to participate in any credit-bearing study away opportunities through the Office of Global Education. Approved programs (either on DKU’s preapproved program list, or approved by individual petition) will be eligible for credit transfer back to DKU. All students who plan to study away must apply through DKU, receive approval to participate, and sign the DKU Participation Agreement before committing or accepting enrollment in any credit-bearing program.","Students must apply and receive approval to participate in any credit-bearing study away opportunities through the Office of Global Education. Approved programs (either on DKU’s preapproved program list, or approved by individual petition) will be eligible for credit transfer back to DKU. All students who plan to study away must apply through DKU, receive approval to participate, and sign the DKU Participation Agreement before committing or accepting enrollment in any credit-bearing program.",72
p0389,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,73,"Students may study away and transfer credits for one academic term in their junior year, as well as during summers. The application process for term study away programs starts in the fall term of the sophomore year, but planning for study away should start in first-year academic planning. Students must be in good academic, conduct, and financial standing in order to study away. Students placed on academic or conduct probation that will be in effect during their planned term","Students may study away and transfer credits for one academic term in their junior year, as well as during summers. The application process for term study away programs starts in the fall term of the sophomore year, but planning for study away should start in first-year academic planning. Students must be in good academic, conduct, and financial standing in order to study away. Students placed on academic or conduct probation that will be in effect during their planned term",79
p0390,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,74,"away are not eligible to study away. Students accepted into study away programs who are then placed on academic or conduct probation may be liable for the program costs, even if they withdraw from the program. Students should refer to the ""DKU Global Education Sakai Site"" for complete eligibility requirements. Students who do not meet the eligibility requirements may not study away. All students who study away must sign the appropriate legal documents before departure.","away are not eligible to study away. Students accepted into study away programs who are then placed on academic or conduct probation may be liable for the program costs, even if they withdraw from the program. Students should refer to the ""DKU Global Education Sakai Site"" for complete eligibility requirements. Students who do not meet the eligibility requirements may not study away. All students who study away must sign the appropriate legal documents before departure.",75
p0391,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,74,Students may not apply for study away while on Leave of Absence or academic suspension. Students should contact the Office of Global Education upon return to campus. Students may not take summer courses that conflict with Military Training and/or the summer Chinese Society and Culture courses.,Students may not apply for study away while on Leave of Absence or academic suspension. Students should contact the Office of Global Education upon return to campus. Students may not take summer courses that conflict with Military Training and/or the summer Chinese Society and Culture courses.,46
p0392,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,74,"DKU maintains a rich network of opportunities for global learning. Programs around the world include the option of studying at Duke University and a wide variety of international exchanges, university direct enrollment programs, and provider-based programs. Regardless of the program type or location, students must first start their search and application process with the DKU Office of Global Education. Students should refer to the Office of Global Education website for the most up-to-date information on advising for global learning experiences, preapproved program lists, application processes, and credit-transfer processes.","DKU maintains a rich network of opportunities for global learning. Programs around the world include the option of studying at Duke University and a wide variety of international exchanges, university direct enrollment programs, and provider-based programs. Regardless of the program type or location, students must first start their search and application process with the DKU Office of Global Education. Students should refer to the Office of Global Education website for the most up-to-date information on advising for global learning experiences, preapproved program lists, application processes, and credit-transfer processes.",88
p0393,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,74,"Eligible students will have the opportunity to attend Duke University in Durham, North Carolina, in either the fall or spring term of their junior year. The Office of Global Education will take into account individual timing (fall/spring term) preferences. However, students may not be admitted to preferred terms due to capacity limitations. Students will also have the option to attend Duke Summer Session. Normally, students would be encouraged to take the summer session either immediately before or after their junior-year term assignment.","Eligible students will have the opportunity to attend Duke University in Durham, North Carolina, in either the fall or spring term of their junior year. The Office of Global Education will take into account individual timing (fall/spring term) preferences. However, students may not be admitted to preferred terms due to capacity limitations. Students will also have the option to attend Duke Summer Session. Normally, students would be encouraged to take the summer session either immediately before or after their junior-year term assignment.",82
p0394,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,74,"Students will be able to choose from a wide range of course options at Duke. They will also have access to extraand co-curricular activities and clubs, as well as other student services on campus. While at Duke, students must abide by Duke's policies and procedures. Please see the Duke University website (https://dukekunshanprograms.duke.edu/welcome) for more details. Students interested in programs or events offered by departments or academic divisions at Duke University, including but not limited to Duke Immerse, Duke BASS Connection, or summer research programs, should consult with both the DKU Office of Global Education and Duke Office of DKU Relations (dkurelations@duke.edu) before applying.","Students will be able to choose from a wide range of course options at Duke. They will also have access to extraand co-curricular activities and clubs, as well as other student services on campus. While at Duke, students must abide by Duke's policies and procedures. Please see the Duke University website (https://dukekunshanprograms.duke.edu/welcome) for more details. Students interested in programs or events offered by departments or academic divisions at Duke University, including but not limited to Duke Immerse, Duke BASS Connection, or summer research programs, should consult with both the DKU Office of Global Education and Duke Office of DKU Relations (dkurelations@duke.edu) before applying.",103
p0395,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,74,Students who are interested in marine biology or oceanography may also have the opportunity to study at the Duke Marine Lab for fall term and/or a six-week summer term II before the junior fall term.,Students who are interested in marine biology or oceanography may also have the opportunity to study at the Duke Marine Lab for fall term and/or a six-week summer term II before the junior fall term.,35
p0396,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,74,"Students studying at Duke University during the term will pay the same tuition they would have paid for a term at DKU, with the same merit scholarship and/or financial aid. Students will be required to cover all other costs, including housing, board, insurance, travel, and living expenses.","Students studying at Duke University during the term will pay the same tuition they would have paid for a term at DKU, with the same merit scholarship and/or financial aid. Students will be required to cover all other costs, including housing, board, insurance, travel, and living expenses.",47
p0397,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,75,"It should be noted that such costs are higher than at Duke Kunshan. Currently, the total cost for one regular term at Duke (including housing, dining plan, insurance, and student fees) is estimated at USD $13,500; this does not include visa and travel expenses.","It should be noted that such costs are higher than at Duke Kunshan. Currently, the total cost for one regular term at Duke (including housing, dining plan, insurance, and student fees) is estimated at USD $13,500; this does not include visa and travel expenses.",44
p0398,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,75,"Students are responsible for the full costs of all summer programs, including those at Duke; DKU merit scholarships and/or financial aid cannot be used to cover the cost of summer programs. The cost of a summer term at Duke including tuition is currently calculated to be approximately USD $9,500 for international students and RMB 63,000 for Chinese students (students who choose courses with science labs will pay approximately USD $1,000 more for one science course).","Students are responsible for the full costs of all summer programs, including those at Duke; DKU merit scholarships and/or financial aid cannot be used to cover the cost of summer programs. The cost of a summer term at Duke including tuition is currently calculated to be approximately USD $9,500 for international students and RMB 63,000 for Chinese students (students who choose courses with science labs will pay approximately USD $1,000 more for one science course).",75
p0399,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,75,Detailed cost breakdowns for study at Duke are available in the Sakai Site. Note: US Federal Financial Aid cannot be applied towards costs at Duke University. The use of other scholarships or financial aid towards Duke costs should be verified in advance.,Detailed cost breakdowns for study at Duke are available in the Sakai Site. Note: US Federal Financial Aid cannot be applied towards costs at Duke University. The use of other scholarships or financial aid towards Duke costs should be verified in advance.,42
p0400,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,75,"DKU maintains an active list of preapproved study away opportunities that include exchange partnerships, direct enrollment in universities, and provider-based programs. Students may have the option of individually petitioning to participate in a program on the basis of academic interests or needs that are not represented among preapproved programs.","DKU maintains an active list of preapproved study away opportunities that include exchange partnerships, direct enrollment in universities, and provider-based programs. Students may have the option of individually petitioning to participate in a program on the basis of academic interests or needs that are not represented among preapproved programs.",49
p0401,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,75,"Students must receive approval in advance for both the program and individual courses. Although financial accessibility is considered in the range of programs that are preapproved, costs vary significantly by geographical region of study and program type, and are the full responsibility of the student. With the exception of approved exchange partnerships (where tuition is paid to DKU, and housing/program fees are paid to the host institution), DKU merit scholarships and/or financial aid cannot be used to cover the cost. Students may seek additional information on financial planning for study away opportunities and advice for researching program costs on the Office of Global Education website, or by arranging an individual advising session with the Office.","Students must receive approval in advance for both the program and individual courses. Although financial accessibility is considered in the range of programs that are preapproved, costs vary significantly by geographical region of study and program type, and are the full responsibility of the student. With the exception of approved exchange partnerships (where tuition is paid to DKU, and housing/program fees are paid to the host institution), DKU merit scholarships and/or financial aid cannot be used to cover the cost. Students may seek additional information on financial planning for study away opportunities and advice for researching program costs on the Office of Global Education website, or by arranging an individual advising session with the Office.",115
p0402,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,75,"Students assume full responsibility for their own financial commitments and payments for programs, whether they are preapproved or approved by petition (including but not limited to deposits, tuition, housing, cost of living, and other program fees).","Students assume full responsibility for their own financial commitments and payments for programs, whether they are preapproved or approved by petition (including but not limited to deposits, tuition, housing, cost of living, and other program fees).",36
p0403,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,75,"Students may transfer up to a maximum of 40 credits taken outside of the Duke Kunshan University campus, including advanced placement credits. A maximum of 8 credits may be from coursework undertaken while on voluntary leave of absence for personal or medical reasons. No credit will be accepted for coursework taken while a Duke Kunshan University student is withdrawn, suspended, or on involuntary leave of absence. All courses must be pre-approved for transfer credit. Policies and procedures for course approvals are available from the Office of Global Education. (See also Transfer of Work Taken Elsewhere, Part 6.)","Students may transfer up to a maximum of 40 credits taken outside of the Duke Kunshan University campus, including advanced placement credits. A maximum of 8 credits may be from coursework undertaken while on voluntary leave of absence for personal or medical reasons. No credit will be accepted for coursework taken while a Duke Kunshan University student is withdrawn, suspended, or on involuntary leave of absence. All courses must be pre-approved for transfer credit. Policies and procedures for course approvals are available from the Office of Global Education. (See also Transfer of Work Taken Elsewhere, Part 6.)",97
p0404,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,75,"For courses taken at Duke University: All grades earned at Duke University are entered on the official record at Duke Kunshan University and are used in determining the grade point average. Courses taken while a DKU student is studying away at Duke University may be taken on a Duke Satisfactory/Unsatisfactory basis, subject to Duke’s processes, regulations and deadlines – which","For courses taken at Duke University: All grades earned at Duke University are entered on the official record at Duke Kunshan University and are used in determining the grade point average. Courses taken while a DKU student is studying away at Duke University may be taken on a Duke Satisfactory/Unsatisfactory basis, subject to Duke’s processes, regulations and deadlines – which",60
p0405,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,76,"For courses taken at universities other than Duke University: Transfer of academic credit from non- Duke host institutions or programs is neither automatic nor guaranteed. Students should approach course planning carefully and thoroughly familiarize themselves with advising materials and the course approval and transfer process detailed in the Office of Global Education website and Sakai site. Students should complete the course approval process before committing to attend any program. Most courses taken on study away programs are eligible to transfer to DKU as general elective credits, although suitable courses may be submitted for review as full equivalencies or thematic area equivalencies that fulfill major requirements.","For courses taken at universities other than Duke University: Transfer of academic credit from non- Duke host institutions or programs is neither automatic nor guaranteed. Students should approach course planning carefully and thoroughly familiarize themselves with advising materials and the course approval and transfer process detailed in the Office of Global Education website and Sakai site. Students should complete the course approval process before committing to attend any program. Most courses taken on study away programs are eligible to transfer to DKU as general elective credits, although suitable courses may be submitted for review as full equivalencies or thematic area equivalencies that fulfill major requirements.",105
p0406,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,76,"Only courses taken in which grades of Cor better have been earned are acceptable for transfer credit; courses taken at other institutions with CR/NC grading or the equivalent are not accepted for transfer credit. Students must be able to submit an official transcript, with credits and grades provided by the host institution to the Office of Registrar, DKU. All courses approved for transfer are listed on the student’s permanent record at Duke Kunshan University, but grades earned are not recorded or used in determining the grade point average.","Only courses taken in which grades of Cor better have been earned are acceptable for transfer credit; courses taken at other institutions with CR/NC grading or the equivalent are not accepted for transfer credit. Students must be able to submit an official transcript, with credits and grades provided by the host institution to the Office of Registrar, DKU. All courses approved for transfer are listed on the student’s permanent record at Duke Kunshan University, but grades earned are not recorded or used in determining the grade point average.",88
p0407,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,76,"Insurance Students are required to have insurance that covers them on-site while studying away. Medical costs and insurance fees/coverage vary by country; students and parents are ultimately responsible for their own medical coverage, and should carefully research and consider their needs throughout participation in a program. Some programs require proof of insurance separately, and others include insurance coverage in program participation fees.","Insurance Students are required to have insurance that covers them on-site while studying away. Medical costs and insurance fees/coverage vary by country; students and parents are ultimately responsible for their own medical coverage, and should carefully research and consider their needs throughout participation in a program. Some programs require proof of insurance separately, and others include insurance coverage in program participation fees.",62
p0408,"Part 8: Career Services, Study Away, and Research Opportunities",Office of Global Education and Study Away,,76,"Visas Although most programs provide assistance or advice for arranging visas, students ultimately bear responsibility for understanding immigration policies for students in their study away countries, and for ensuring they are compliant with local immigration policy and laws. Similarly, students should research and understand all immigration policies related to their successful return to their home countries and/or DKU following their study away experience.","Visas Although most programs provide assistance or advice for arranging visas, students ultimately bear responsibility for understanding immigration policies for students in their study away countries, and for ensuring they are compliant with local immigration policy and laws. Similarly, students should research and understand all immigration policies related to their successful return to their home countries and/or DKU following their study away experience.",63
p0409,Part 9: Student Affairs and Campus Life,Student Affairs,,77,The Office of Student Affairs supports the physical and psychological wellbeing of students while providing a global student centered co-curricular experience that encourages them to lead purposeful and productive lives.,The Office of Student Affairs supports the physical and psychological wellbeing of students while providing a global student centered co-curricular experience that encourages them to lead purposeful and productive lives.,30
p0410,Part 9: Student Affairs and Campus Life,Student Affairs,,77,"We promote an inclusive and holistic community by challenging and supporting students with opportunities that foster self-awareness, cross cultural competence, and leadership skills while encouraging a sustained commitment to learning, integrity, and mutual respect.","We promote an inclusive and holistic community by challenging and supporting students with opportunities that foster self-awareness, cross cultural competence, and leadership skills while encouraging a sustained commitment to learning, integrity, and mutual respect.",34
p0411,Part 9: Student Affairs and Campus Life,Student Affairs Conceptual Framework,,77,"Every area in Student Affairs is guided by best practices rooted in student development theory. Student Affairs practitioners fully understand the developmental stages of college students and provide programs, services, and initiatives that meet the diverse needs of our domestic and international students from across the globe. Our intent is to challenge and support every student to be the best version of themselves academically, personally, and socially. In-keeping with the joint-venture nature of Duke Kunshan University, Student Affairs is a member of NASPA (Student Affairs Administrators in Higher Education) and ACPA (College Student Educators International), based in the United States, and also a member of APSSA (Asia Pacific Student Services Association) and IASAS (International Association of Student Affairs and Services).","Every area in Student Affairs is guided by best practices rooted in student development theory. Student Affairs practitioners fully understand the developmental stages of college students and provide programs, services, and initiatives that meet the diverse needs of our domestic and international students from across the globe. Our intent is to challenge and support every student to be the best version of themselves academically, personally, and socially. In-keeping with the joint-venture nature of Duke Kunshan University, Student Affairs is a member of NASPA (Student Affairs Administrators in Higher Education) and ACPA (College Student Educators International), based in the United States, and also a member of APSSA (Asia Pacific Student Services Association) and IASAS (International Association of Student Affairs and Services).",120
p0412,Part 9: Student Affairs and Campus Life,Student Affairs Conceptual Framework,,77,Student Affairs staff access professional development journals and training materials consistently to update themselves so that they may provide programs and services that meet the diverse needs of students from China and countries across the globe.,Student Affairs staff access professional development journals and training materials consistently to update themselves so that they may provide programs and services that meet the diverse needs of students from China and countries across the globe.,36
p0413,Part 9: Student Affairs and Campus Life,Student Affairs Conceptual Framework,Core Values,77,• Cultural Competence: • Health and wellness • Critical Thinking • Leadership • Social Responsibility • Respect,• Cultural Competence: • Health and wellness • Critical Thinking • Leadership • Social Responsibility • Respect,17
p0414,Part 9: Student Affairs and Campus Life,Residence Life,,77,"Our mission is to create opportunities to live, learn, and lead. Committed to creating these opportunities, Residence Life works collaboratively with students, parents, faculty, and staff to help residents navigate their DKU journey in a safe, diverse, inclusive, stimulating, and vibrant community. Along the way, we challenge and support residents to develop their potential, achieve their goals, and prepare for global citizenry. We are a department within the office of Student Affairs, reporting to the Dean of Student Affairs. Simply, Residence Life is responsible for the","Our mission is to create opportunities to live, learn, and lead. Committed to creating these opportunities, Residence Life works collaboratively with students, parents, faculty, and staff to help residents navigate their DKU journey in a safe, diverse, inclusive, stimulating, and vibrant community. Along the way, we challenge and support residents to develop their potential, achieve their goals, and prepare for global citizenry. We are a department within the office of Student Affairs, reporting to the Dean of Student Affairs. Simply, Residence Life is responsible for the",86
p0415,Part 9: Student Affairs and Campus Life,Residence Life,,78,"community building aspects of living on campus. We oversee the RLC team, RA teams, community events and programs, and residential student conduct as well as the room application, assignment, and billing processes. For more information about Residence Life, see our website (https://dukekunshan.edu.cn/en/student-life/residence-life) or email us at residencelife@dukekunshan.edu.cn.","community building aspects of living on campus. We oversee the RLC team, RA teams, community events and programs, and residential student conduct as well as the room application, assignment, and billing processes. For more information about Residence Life, see our website (https://dukekunshan.edu.cn/en/student-life/residence-life) or email us at residencelife@dukekunshan.edu.cn.",47
p0416,Part 9: Student Affairs and Campus Life,Residence Life,,78,"We work closely with, but are separate from, the Housing department, who is responsible for the facilities aspects of living on campus such as cleaning, maintenance, room inspections, work requests, indoor air quality, water drinkability, rental refrigerator coordination, and more.","We work closely with, but are separate from, the Housing department, who is responsible for the facilities aspects of living on campus such as cleaning, maintenance, room inspections, work requests, indoor air quality, water drinkability, rental refrigerator coordination, and more.",40
p0417,Part 9: Student Affairs and Campus Life,Accommodations,,78,"All undergraduate students are required to reside on campus, all four years. On campus includes the main campus as well as any buildings off site that are owned, leased, or operated by the University.","All undergraduate students are required to reside on campus, all four years. On campus includes the main campus as well as any buildings off site that are owned, leased, or operated by the University.",34
p0418,Part 9: Student Affairs and Campus Life,Accommodations,,78,"Our residence halls are homes for the students who live there. Many people use the word “dorm” to describe the places students live on university campuses. “Dormitory” is word derived from the Latin for “sleep”. Since our facilities are part of something far more impactful and meaningful than sleep alone, we use the term residence hall to describe any of the residential buildings. Each hall is supervised by a full-time Residence Life Coordinator, who also lives in the building. Further, each Residence Life Coordinator supervises a team of Resident Assistants who help students develop a sense of community. Information about each residence hall can be found online: https://dukekunshan.edu.cn/en/student-life/residence-life/residence-halls.","Our residence halls are homes for the students who live there. Many people use the word “dorm” to describe the places students live on university campuses. “Dormitory” is word derived from the Latin for “sleep”. Since our facilities are part of something far more impactful and meaningful than sleep alone, we use the term residence hall to describe any of the residential buildings. Each hall is supervised by a full-time Residence Life Coordinator, who also lives in the building. Further, each Residence Life Coordinator supervises a team of Resident Assistants who help students develop a sense of community. Information about each residence hall can be found online: https://dukekunshan.edu.cn/en/student-life/residence-life/residence-halls.",108
p0419,Part 9: Student Affairs and Campus Life,Accommodations,,78,"Room assignments are made by Residence Life, before the school year begins, through the Mercury system. Within the room assignment application, information about roommate matching, building preferences, and room type preferences will be collected, and students will sign a Room Assignment Agreement. While we collect these preferences, we ask for your understanding that there are limitations that don’t enable us to give everyone exactly what they prefer. The options available and application timelines for different academic programs and levels is slightly different, so be sure to pay attention to emails sent by Residence Life and information posted online: https://dukekunshan.edu.cn/en/student-life/residence-life/applying-room-assignment.","Room assignments are made by Residence Life, before the school year begins, through the Mercury system. Within the room assignment application, information about roommate matching, building preferences, and room type preferences will be collected, and students will sign a Room Assignment Agreement. While we collect these preferences, we ask for your understanding that there are limitations that don’t enable us to give everyone exactly what they prefer. The options available and application timelines for different academic programs and levels is slightly different, so be sure to pay attention to emails sent by Residence Life and information posted online: https://dukekunshan.edu.cn/en/student-life/residence-life/applying-room-assignment.",99
