id,chapter,section,subsection,page,text,text_clean,word_count,x,y,cluster,neighbors,display_section
p0214,Part 6: Academic Procedures and Information,Undergraduate Course Load,Enrollment in an Underload,45,"Under certain specific circumstances, students with a strong academic record may start a term enrolled in an underload of between 12 and 15 credits (exclusive of PE). This is permitted a maximum of two times in a student’s academic career and requires approval of both the academic advisor and the Dean of Undergraduate Studies. To enroll in an underload, a student must meet the following minimum criteria for eligibility:","Under certain specific circumstances, students with a strong academic record may start a term enrolled in an underload of between 12 and 15 credits (exclusive of PE). This is permitted a maximum of two times in a student’s academic career and requires approval of both the academic advisor and the Dean of Undergraduate Studies. To enroll in an underload, a student must meet the following minimum criteria for eligibility:",69,9.054586,5.340071,3,p0203|p0200|p0217|p0204|p0207,Undergraduate Course Load
p0215,Part 6: Academic Procedures and Information,Undergraduate Course Load,Enrollment in an Underload,45,"• Have a declared major • Have a GPA of at least 3.0 and not be on academic probation • Be enrolled on campus at Duke Kunshan – enrolling in an underload is not permitted when you are studying abroad or otherwise away from Duke Kunshan • For a first underload term: have already passed at least 64 credits • For a second underload term, have passed at least 84 credits prior to the 6th term or 104 credits prior to the 7th term, or 124 prior to the 8th term (including AP, IPC, and transfer credits","• Have a declared major • Have a GPA of at least 3.0 and not be on academic probation • Be enrolled on campus at Duke Kunshan – enrolling in an underload is not permitted when you are studying abroad or otherwise away from Duke Kunshan • For a first underload term: have already passed at least 64 credits • For a second underload term, have passed at least 84 credits prior to the 6th term or 104 credits prior to the 7th term, or 124 prior to the 8th term (including AP, IPC, and transfer credits",97,8.197563,5.044271,6,p0169|p0184|p0204|p0090|p0403,Undergraduate Course Load
p0216,Part 6: Academic Procedures and Information,Undergraduate Course Load,Enrollment in an Underload,45,"When considering whether to enroll in an underload, students should note that they:","When considering whether to enroll in an underload, students should note that they:",13,9.2165365,5.052778,2,p0218|p0206|p0214|p0207|p0204,Undergraduate Course Load
p0217,Part 6: Academic Procedures and Information,Undergraduate Course Load,Enrollment in an Underload,45,"• will be ineligible for the Dean’s list and the Dean’s List with Distinction during that term; • may not withdraw from a course during the underload term; • must pass at least 12 course credits in order to meet term continuation requirements; and • may need to make up credits (e.g., in summer or in future terms) to stay on track for graduation.","• will be ineligible for the Dean’s list and the Dean’s List with Distinction during that term; • may not withdraw from a course during the underload term; • must pass at least 12 course credits in order to meet term continuation requirements; and • may need to make up credits (e.g., in summer or in future terms) to stay on track for graduation.",64,9.068654,5.2868824,3,p0206|p0214|p0200|p0196|p0207,Undergraduate Course Load
p0218,Part 6: Academic Procedures and Information,Undergraduate Course Load,Enrollment in an Underload,45,Students should also consider whether enrollment in an underload might affect their:,Students should also consider whether enrollment in an underload might affect their:,12,9.218007,4.987325,2,p0216|p0206|p0205|p0208|p0207,Undergraduate Course Load
p0219,Part 6: Academic Procedures and Information,Undergraduate Course Load,Enrollment in an Underload,45,• scholarship or financial aid – check the conditions of your award;,• scholarship or financial aid – check the conditions of your award;,12,8.781227,3.9391563,3,p0118|p0401|p0117|p0116|p0114,Undergraduate Course Load
p0220,Part 6: Academic Procedures and Information,Undergraduate Course Load,Enrollment in an Underload,46,• subsequent application to graduate or professional school – consult a graduate or professional school advisor.,• subsequent application to graduate or professional school – consult a graduate or professional school advisor.,16,8.198537,2.227312,2,p0376|p0366|p0389|p0049|p0365,Undergraduate Course Load
p0221,Part 6: Academic Procedures and Information,Eligibility for Courses,,46,"Students are responsible for ensuring that they have the stated prerequisites for a course. Students must check the course description to determine if they have taken the necessary prerequisites before enrolling in the course. As pre-requisites may get revised periodically, the most up-to-date information about course eligibility is provided in DKU Hub. Students may direct additional questions about course sequencing to their advisors, the Office of Undergraduate Advising, or the appropriate major coordinator.","Students are responsible for ensuring that they have the stated prerequisites for a course. Students must check the course description to determine if they have taken the necessary prerequisites before enrolling in the course. As pre-requisites may get revised periodically, the most up-to-date information about course eligibility is provided in DKU Hub. Students may direct additional questions about course sequencing to their advisors, the Office of Undergraduate Advising, or the appropriate major coordinator.",73,8.046125,4.184119,6,p0073|p0162|p0400|p0108|p0279,Other sections
p0222,Part 6: Academic Procedures and Information,Eligibility for Courses,,46,"In certain subjects, such as the sciences, mathematics, and the foreign languages (particularly at the introductory and intermediate levels), some lower level courses must be taken in sequence because the content presented at one level is necessary for successful work at the next level. Given this circumstance, it follows that students who complete a higher level course in a sequence may not subsequently enroll in a lower one that is a prerequisite for the higher course in that sequence. For example, a student cannot take Chinese 101 after having successfully completed Chinese 102. Students earning a Cor below in a course that is a prerequisite for another course should consult with their academic advisor and/or the course instructor before enrolling in the subsequent course in the sequence.","In certain subjects, such as the sciences, mathematics, and the foreign languages (particularly at the introductory and intermediate levels), some lower level courses must be taken in sequence because the content presented at one level is necessary for successful work at the next level. Given this circumstance, it follows that students who complete a higher level course in a sequence may not subsequently enroll in a lower one that is a prerequisite for the higher course in that sequence. For example, a student cannot take Chinese 101 after having successfully completed Chinese 102. Students earning a Cor below in a course that is a prerequisite for another course should consult with their academic advisor and/or the course instructor before enrolling in the subsequent course in the sequence.",127,7.4710555,5.0920453,3,p0066|p0224|p0229|p0221|p0317,Other sections
p0223,Part 6: Academic Procedures and Information,Eligibility for Courses,,46,Students may not register for two courses officially listed as meeting at the same time.,Students may not register for two courses officially listed as meeting at the same time.,15,7.386697,5.616879,2,p0240|p0067|p0233|p0361|p0232,Other sections
p0224,Part 6: Academic Procedures and Information,Eligibility for Courses,,46,"First-year students may only enroll in 300to 400-level courses with instructor consent. Juniors and seniors may enroll in 500to 600-level (graduate-level, open to advanced undergraduates) courses. Sophomores wishing to enroll in a 500to 600-level course must secure permission of the instructor of the course and of their advisors. Undergraduates are normally not allowed to enroll in 700to 900-level courses. Under exceptional circumstances, however, permission to do so may be granted to a junior or senior, provided the instructor, the Director of Graduate Studies in the corresponding program and their advisors give their signed permission. Seniors who, at the beginning of the final term, lack no more than 12 credits toward the fulfillment of the requirements for the bachelor’s degree may enroll in graduate courses, for a maximum course load of 20 credits.","First-year students may only enroll in 300to 400-level courses with instructor consent. Juniors and seniors may enroll in 500to 600-level (graduate-level, open to advanced undergraduates) courses. Sophomores wishing to enroll in a 500to 600-level course must secure permission of the instructor of the course and of their advisors. Undergraduates are normally not allowed to enroll in 700to 900-level courses. Under exceptional circumstances, however, permission to do so may be granted to a junior or senior, provided the instructor, the Director of Graduate Studies in the corresponding program and their advisors give their signed permission. Seniors who, at the beginning of the final term, lack no more than 12 credits toward the fulfillment of the requirements for the bachelor’s degree may enroll in graduate courses, for a maximum course load of 20 credits.",132,8.177457,5.5579343,3,p0330|p0199|p0207|p0214|p0200,Other sections
p0225,Part 6: Academic Procedures and Information,Course Repeat,,46,"Students are permitted to repeat courses they’ve taken at Duke Kunshan University in which they have received a grade of Cor below. A course may be repeated only at Duke Kunshan University, although in rare cases and only by petition to the Dean of Undergraduate Studies or designee, a student might be permitted to repeat a Duke Kunshan course at Duke University or repeat a Duke University course at Duke Kunshan University. Such requests will only be considered if there is an equivalent course offered at both universities.","Students are permitted to repeat courses they’ve taken at Duke Kunshan University in which they have received a grade of Cor below. A course may be repeated only at Duke Kunshan University, although in rare cases and only by petition to the Dean of Undergraduate Studies or designee, a student might be permitted to repeat a Duke Kunshan course at Duke University or repeat a Duke University course at Duke Kunshan University. Such requests will only be considered if there is an equivalent course offered at both universities.",88,7.9662714,4.729792,6,p0229|p0183|p0230|p0028|p0160,Other sections
p0226,Part 6: Academic Procedures and Information,Course Repeat,,46,"Students who failed a course need permission from their academic advisor before registering for the same course a second time. Students who received a passing grade (C-, D+, D, D-) for a course","Students who failed a course need permission from their academic advisor before registering for the same course a second time. Students who received a passing grade (C-, D+, D, D-) for a course",33,9.962361,5.593273,2,p0247|p0231|p0195|p0269|p0317,Other sections
p0227,Part 6: Academic Procedures and Information,Course Repeat,,47,"but who wish to repeat it to improve that grade and their GPA may do so only with permission from both their academic advisor and the Dean of Undergraduate Studies or designee. A student may NOT repeat a course for which the grade of record is CR, regardless of what the original grade was. The student should appeal in writing to their academic advisor, who will make a recommendation to the Dean of Undergraduate Studies, whose decision is final.","but who wish to repeat it to improve that grade and their GPA may do so only with permission from both their academic advisor and the Dean of Undergraduate Studies or designee. A student may NOT repeat a course for which the grade of record is CR, regardless of what the original grade was. The student should appeal in writing to their academic advisor, who will make a recommendation to the Dean of Undergraduate Studies, whose decision is final.",79,9.208674,6.2574906,2,p0231|p0269|p0228|p0266|p0277,Other sections
p0228,Part 6: Academic Procedures and Information,Course Repeat,,47,"The grade earned in the repeated course as well as the grade earned originally appear on the transcript, the former identified as a repeat; both grades count in the grade point average, but the credit for only one counts toward the required number of courses for term credit requirements and the 136 credits required for graduation. A student may not use a CR/NC option on a course being taken for a second (or more) time. (See section on Credit/No Credit (CR/NC) Grading System.)","The grade earned in the repeated course as well as the grade earned originally appear on the transcript, the former identified as a repeat; both grades count in the grade point average, but the credit for only one counts toward the required number of courses for term credit requirements and the 136 credits required for graduation. A student may not use a CR/NC option on a course being taken for a second (or more) time. (See section on Credit/No Credit (CR/NC) Grading System.)",83,8.978806,6.1904793,3,p0260|p0269|p0276|p0266|p0263,Other sections
p0229,Part 6: Academic Procedures and Information,Course Repeat,,47,"A student may not repeat a course after having passed another course for which the original course is a specific prerequisite. Except in the rare case of a successful petition to repeat a DKU course at Duke or a Duke course at DKU, a student may not substitute a different course or a course taken at another institution for a repeat of a course taken at Duke Kunshan University. If a student repeats a course at another institution, the credits will not transfer; the previous DKU grade will not change and will remain in the student's GPA calculation. A course taken at another institution with a grade of Cor above and not transferred to Duke Kunshan University may not be repeated at Duke Kunshan University.","A student may not repeat a course after having passed another course for which the original course is a specific prerequisite. Except in the rare case of a successful petition to repeat a DKU course at Duke or a Duke course at DKU, a student may not substitute a different course or a course taken at another institution for a repeat of a course taken at Duke Kunshan University. If a student repeats a course at another institution, the credits will not transfer; the previous DKU grade will not change and will remain in the student's GPA calculation. A course taken at another institution with a grade of Cor above and not transferred to Duke Kunshan University may not be repeated at Duke Kunshan University.",125,8.366911,4.7016897,6,p0225|p0279|p0271|p0184|p0194,Other sections
p0230,Part 6: Academic Procedures and Information,Course Repeat,,47,"If it is determined such a course has been taken elsewhere and repeated at Duke Kunshan University, the Duke Kunshan University course will be removed from the academic record. A course previously passed at another educational institution, however, may be audited at Duke Kunshan University.","If it is determined such a course has been taken elsewhere and repeated at Duke Kunshan University, the Duke Kunshan University course will be removed from the academic record. A course previously passed at another educational institution, however, may be audited at Duke Kunshan University.",45,8.0753765,4.7582746,6,p0234|p0225|p0028|p0183|p0404,Other sections
p0231,Part 6: Academic Procedures and Information,Course Repeat,,47,"If the student wishes to repeat a course for a second time, that individual must submit an appeal in writing to their assigned academic advisor explaining the purpose of repeating the course and outlining a plan of study, including a plan to seek help from either the professor and/or the Academic Resource Center to demonstrate intention to improve their chance of passing the course. The advisor will make a recommendation to the Dean of Undergraduate Studies or designee, whose decision whether or not to grant permission is final. The course will count only once towards the 136 credits required for graduation and for fulfillment of term credit requirements.","If the student wishes to repeat a course for a second time, that individual must submit an appeal in writing to their assigned academic advisor explaining the purpose of repeating the course and outlining a plan of study, including a plan to seek help from either the professor and/or the Academic Resource Center to demonstrate intention to improve their chance of passing the course. The advisor will make a recommendation to the Dean of Undergraduate Studies or designee, whose decision whether or not to grant permission is final. The course will count only once towards the 136 credits required for graduation and for fulfillment of term credit requirements.",108,8.598456,5.607094,3,p0225|p0227|p0229|p0200|p0228,Other sections
p0232,Part 6: Academic Procedures and Information,Course Repeat,,47,"Certain courses as designated in the course description (such as Research Independent Study, certain WOC courses, and applied music courses) may be repeated for credit without special permission.","Certain courses as designated in the course description (such as Research Independent Study, certain WOC courses, and applied music courses) may be repeated for credit without special permission.",28,7.544838,5.706927,3,p1104|p0238|p0092|p0544|p0165,Other sections
p0233,Part 6: Academic Procedures and Information,Course Audit,,47,"With the written consent of the instructor and permission of the academic advisor, a full-time degree student is allowed to audit one or more courses in addition to the normal program. An audited course counts as part of the course load (see section on Undergraduate Course Load). Students who audit a course submit no daily work and take no examinations, but are expected to attend class sessions. They do not receive credit for the course, but the audited course will appear on the transcript. Students must register for audited courses by submitting a signed course audit form to the Office of the University Registrar. The prohibition against registering for two courses","With the written consent of the instructor and permission of the academic advisor, a full-time degree student is allowed to audit one or more courses in addition to the normal program. An audited course counts as part of the course load (see section on Undergraduate Course Load). Students who audit a course submit no daily work and take no examinations, but are expected to attend class sessions. They do not receive credit for the course, but the audited course will appear on the transcript. Students must register for audited courses by submitting a signed course audit form to the Office of the University Registrar. The prohibition against registering for two courses",111,7.984782,5.4106965,2,p0234|p0230|p0330|p0232|p0223,Other sections
p0234,Part 6: Academic Procedures and Information,Course Audit,,48,"meeting at the same time applies. After the Drop/Add period in any term, no student classified as an auditor in a particular course may take the course for credit, and no student taking a course for credit may be reclassified as an auditor. Physical education activity, studio art, applied music, and dance technique/performance courses may not be audited. A student may not repeat for credit any course previously audited. Undergraduates who have been dismissed, suspended, or placed on leave of absence may not audit or enroll in a course for credit at Duke Kunshan University.","meeting at the same time applies. After the Drop/Add period in any term, no student classified as an auditor in a particular course may take the course for credit, and no student taking a course for credit may be reclassified as an auditor. Physical education activity, studio art, applied music, and dance technique/performance courses may not be audited. A student may not repeat for credit any course previously audited. Undergraduates who have been dismissed, suspended, or placed on leave of absence may not audit or enroll in a course for credit at Duke Kunshan University.",95,8.098404,5.1388936,6,p0194|p0230|p0188|p0233|p0403,Other sections
p0235,Part 6: Academic Procedures and Information,Two-Credit Writing Courses,,48,"First-year students are encouraged to take a 2-credit writing course (W) during their first session at DKU. The primary goal of the 2-credit writing courses is to give students a chance to practice and develop their writing skills (e.g. stating positions clearly, explaining ideas well, supporting arguments) through studying and then writing about an interesting topic. Writing assignments include any kind of expository writing that fits the subject matter of the course (e.g. position papers, argument papers, policy briefs, critiques, summaries, reports, editorials, literature reviews). These courses will require weekly writing assignments and student writing will be the main factor in the course grade. Students will also learn citation practices and how to find and evaluate references for their writing.","First-year students are encouraged to take a 2-credit writing course (W) during their first session at DKU. The primary goal of the 2-credit writing courses is to give students a chance to practice and develop their writing skills (e.g. stating positions clearly, explaining ideas well, supporting arguments) through studying and then writing about an interesting topic. Writing assignments include any kind of expository writing that fits the subject matter of the course (e.g. position papers, argument papers, policy briefs, critiques, summaries, reports, editorials, literature reviews). These courses will require weekly writing assignments and student writing will be the main factor in the course grade. Students will also learn citation practices and how to find and evaluate references for their writing.",120,5.0721316,2.6386828,3,p1295|p1306|p1299|p0279|p0405,Other sections
p0236,Part 6: Academic Procedures and Information,Independent Studies,,48,"Independent study enables a student to pursue for course credit individual interests under the supervision of a faculty member. Independent study is of two types: Independent Study (nonresearch) and Research Independent Study. Both require approval of the instructor involved as well as the advisors and the appropriate division chair or Director of the Language and Culture Center; student-faculty meetings at least once a week for a 7-week course or once every two weeks for a 14week course; completion of a final product during the term for which a student is registered for the course; and evaluation by the instructor of the work, including the final product, associated with the independent study.","Independent study enables a student to pursue for course credit individual interests under the supervision of a faculty member. Independent study is of two types: Independent Study (nonresearch) and Research Independent Study. Both require approval of the instructor involved as well as the advisors and the appropriate division chair or Director of the Language and Culture Center; student-faculty meetings at least once a week for a 7-week course or once every two weeks for a 14week course; completion of a final product during the term for which a student is registered for the course; and evaluation by the instructor of the work, including the final product, associated with the independent study.",111,5.6830316,2.259082,7,p0237|p1287|p1290|p0677|p0780,Other sections
p0237,Part 6: Academic Procedures and Information,Independent Studies,,48,"Courses entitled Independent Study or INDSTU are individual non-research directed study in a field of special interest on a previously approved topic taken under the supervision of a faculty member and resulting in an academic and/or artistic product. Courses entitled Research Independent Study or RINDSTU are individual research in a field of special interest under the supervision of a faculty member, the central goal of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Research Independent Study courses may be repeated for credit. Students may not do a Research Independent Study related to their Signature Work topic in the same term in which they are registered for a capstone course.","Courses entitled Independent Study or INDSTU are individual non-research directed study in a field of special interest on a previously approved topic taken under the supervision of a faculty member and resulting in an academic and/or artistic product. Courses entitled Research Independent Study or RINDSTU are individual research in a field of special interest under the supervision of a faculty member, the central goal of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Research Independent Study courses may be repeated for credit. Students may not do a Research Independent Study related to their Signature Work topic in the same term in which they are registered for a capstone course.",119,5.6000996,2.3488572,7,p0236|p1290|p1287|p0780|p0232,Other sections
p0238,Part 6: Academic Procedures and Information,Submission of Term Paper,,49,Students who wish (under unusual circumstances) to submit a single paper for credit in more than one course must receive prior written permission from each course instructor. The student must indicate the multiple submission on the title page of the paper.,Students who wish (under unusual circumstances) to submit a single paper for credit in more than one course must receive prior written permission from each course instructor. The student must indicate the multiple submission on the title page of the paper.,41,7.6567993,5.724338,3,p0232|p0231|p0235|p0060|p0233,Other sections
p0239,Part 6: Academic Procedures and Information,Declaration of Major,,49,"All undergraduate students enter Duke Kunshan University without a major and are assigned an academic advisor. When preparing to declare a major in the sophomore year, students work with their advisors, and potentially others who have advised them, to develop a long-range academic plan. This plan lays out the courses they anticipate taking in their remaining terms and is reviewed by their advisor to confirm that it will meet established requirements for graduation. Although students may declare a major as early as the beginning of fall term of the sophomore year, all students must secure formal approval of their long-range plans and declare a major no later than the last teaching day of the first seven-week session in their fourth term.","All undergraduate students enter Duke Kunshan University without a major and are assigned an academic advisor. When preparing to declare a major in the sophomore year, students work with their advisors, and potentially others who have advised them, to develop a long-range academic plan. This plan lays out the courses they anticipate taking in their remaining terms and is reviewed by their advisor to confirm that it will meet established requirements for graduation. Although students may declare a major as early as the beginning of fall term of the sophomore year, all students must secure formal approval of their long-range plans and declare a major no later than the last teaching day of the first seven-week session in their fourth term.",121,7.5561247,4.763892,6,p0241|p0097|p0169|p0184|p0368,Other sections
p0240,Part 6: Academic Procedures and Information,Declaration of Major,,49,"Until then, students should be exploring different options of majors to ensure that they are making the best choice for themselves. Students who do not declare their major may be prevented from registering for classes for their fifth undergraduate term and from participating in a term or study abroad program.","Until then, students should be exploring different options of majors to ensure that they are making the best choice for themselves. Students who do not declare their major may be prevented from registering for classes for their fifth undergraduate term and from participating in a term or study abroad program.",50,6.9323235,5.405832,2,p0450|p0239|p0071|p0223|p0201,Other sections
p0241,Part 6: Academic Procedures and Information,Declaration of Major,,49,"Students who have declared a major and wish to change it may do so by submitting a form to the Office of the University Registrar. No changes in majors can be made after the end of the Drop/Add period of the first session of the spring term in the senior year. Students receive three confirmations of their graduation: a Duke University diploma (issued by Duke University), a Duke Kunshan University diploma (from the Ministry of Education of the PRC), and a Duke Kunshan University graduation certificate (from the Ministry of Education of the PRC).","Students who have declared a major and wish to change it may do so by submitting a form to the Office of the University Registrar. No changes in majors can be made after the end of the Drop/Add period of the first session of the spring term in the senior year. Students receive three confirmations of their graduation: a Duke University diploma (issued by Duke University), a Duke Kunshan University diploma (from the Ministry of Education of the PRC), and a Duke Kunshan University graduation certificate (from the Ministry of Education of the PRC).",94,7.7216024,4.719408,6,p0239|p0339|p0028|p0083|p0182,Other sections
p0242,Part 6: Academic Procedures and Information,Class Attendance and Missed Work,,49,"Responsibility for class attendance rests with individual students, and since regular and punctual class attendance is expected, students must accept the consequences of failure to attend. Instructors who are concerned about a student’s attendance should first reach out to the student. If in their opinion, the student absence is excessive, instructors may contact the student's academic advisor and/or the Office of Undergraduate Advising.","Responsibility for class attendance rests with individual students, and since regular and punctual class attendance is expected, students must accept the consequences of failure to attend. Instructors who are concerned about a student’s attendance should first reach out to the student. If in their opinion, the student absence is excessive, instructors may contact the student's academic advisor and/or the Office of Undergraduate Advising.",63,10.549466,5.3875146,2,p0243|p0360|p0247|p0359|p0256,Other sections
p0243,Part 6: Academic Procedures and Information,Class Attendance and Missed Work,,49,"Missed work associated with absence from class is accommodated in two circumstances: 1) illness or other extraordinary personal circumstance, and 2) religious observance. Missed work associated with any other absence is not covered by this policy. In courses where a defined number of absences is permitted, students should make judicious use of them and save them for unavoidable circumstances. Students are encouraged to discuss any absence, planned or unexpected, with their instructor to determine whether accommodation is possible. The nature of the accommodation, if any, is to be determined by the faculty member in accordance with their attendance policy as outlined in the course syllabus. It should be noted that personal travel arrangements, including before or after school breaks, are not an excuse for missed work or class absences; students are","Missed work associated with absence from class is accommodated in two circumstances: 1) illness or other extraordinary personal circumstance, and 2) religious observance. Missed work associated with any other absence is not covered by this policy. In courses where a defined number of absences is permitted, students should make judicious use of them and save them for unavoidable circumstances. Students are encouraged to discuss any absence, planned or unexpected, with their instructor to determine whether accommodation is possible. The nature of the accommodation, if any, is to be determined by the faculty member in accordance with their attendance policy as outlined in the course syllabus. It should be noted that personal travel arrangements, including before or after school breaks, are not an excuse for missed work or class absences; students are",131,10.513347,5.2070537,2,p0242|p0321|p0324|p0323|p0328,Other sections
p0244,Part 6: Academic Procedures and Information,Class Attendance and Missed Work,,50,advised to consult the syllabus when making such arrangements to avoid missing class or graded work.,advised to consult the syllabus when making such arrangements to avoid missing class or graded work.,16,10.446949,5.452869,2,p0243|p0317|p0076|p0356|p0253,Other sections
p0245,Part 6: Academic Procedures and Information,Class Attendance and Missed Work,,50,"If a student will miss 2 or more consecutive instructional days due to illness, s/he should obtain official documentation from either Campus Health Services/Counseling and Psychological Services or from an external health care provider. The Campus Health Services/Counseling and Psychological Services will work with the Dean of Undergraduate Studies or designee to coordinate with the student’s instructors and academic advisor to support the student. Absences of a single day or less due to illness are generally handled directly between the student and faculty.","If a student will miss 2 or more consecutive instructional days due to illness, s/he should obtain official documentation from either Campus Health Services/Counseling and Psychological Services or from an external health care provider. The Campus Health Services/Counseling and Psychological Services will work with the Dean of Undergraduate Studies or designee to coordinate with the student’s instructors and academic advisor to support the student. Absences of a single day or less due to illness are generally handled directly between the student and faculty.",83,10.658271,5.026336,2,p0323|p0322|p0324|p0212|p0243,Other sections
p0246,Part 6: Academic Procedures and Information,Class Scheduling,,50,"Class times are officially scheduled at registration unless designated “to be arranged” (TBA). After registration begins, no class time may be changed without prior permission of the Registrar’s Office. Within-class tests (except for the final exam) are to be given during the regular class meeting times.","Class times are officially scheduled at registration unless designated “to be arranged” (TBA). After registration begins, no class time may be changed without prior permission of the Registrar’s Office. Within-class tests (except for the final exam) are to be given during the regular class meeting times.",46,11.180023,3.4045641,2,p0253|p0254|p1324|p1311|p1325,Other sections
p0247,Part 6: Academic Procedures and Information,Incomplete Coursework and Excused Absence from Final Exam,,50,"If, because of illness, emergency, or circumstances outside a student’s reasonable control, a student cannot complete work for a course or cannot attend the final examination, the student may request in writing to the instructor the assignment of an I (incomplete) for the course. The student is expected to also discuss the I grade with their academic advisor. An incomplete grade will not be authorized if the student has a history of excessive absences or failure to complete coursework in a timely fashion in the course in question.","If, because of illness, emergency, or circumstances outside a student’s reasonable control, a student cannot complete work for a course or cannot attend the final examination, the student may request in writing to the instructor the assignment of an I (incomplete) for the course. The student is expected to also discuss the I grade with their academic advisor. An incomplete grade will not be authorized if the student has a history of excessive absences or failure to complete coursework in a timely fashion in the course in question.",88,10.236252,5.524129,2,p0251|p0317|p0256|p0248|p0252,Other sections
p0248,Part 6: Academic Procedures and Information,Incomplete Coursework and Excused Absence from Final Exam,,50,"If the request for an incomplete (I) grade is approved by the instructor in the course, then the student must satisfactorily complete the work by the last class day of the fifth week of the subsequent seven-week session except when an earlier deadline has been established by the instructor. An earlier deadline will be established when there is a question of the student’s ability to clear their academic probation and meet term continuation requirements, or the professor decides an earlier deadline date is appropriate. An I assigned in the second session of fall or spring must be resolved in the first session of the succeeding spring or fall term, respectively. An I assigned in the summer must be resolved in the succeeding fall term.","If the request for an incomplete (I) grade is approved by the instructor in the course, then the student must satisfactorily complete the work by the last class day of the fifth week of the subsequent seven-week session except when an earlier deadline has been established by the instructor. An earlier deadline will be established when there is a question of the student’s ability to clear their academic probation and meet term continuation requirements, or the professor decides an earlier deadline date is appropriate. An I assigned in the second session of fall or spring must be resolved in the first session of the succeeding spring or fall term, respectively. An I assigned in the summer must be resolved in the succeeding fall term.",124,10.1587515,5.573973,2,p0252|p0247|p0256|p0314|p0301,Other sections
p0249,Part 6: Academic Procedures and Information,Incomplete Coursework and Excused Absence from Final Exam,,50,"If the I is not completed by the deadline, it will convert to an F and be reported to the Office of the Registrar. A student who is not enrolled in the university, including a student who experiences a voluntary or involuntary separation, withdrawal, or leave of absence from Duke Kunshan University in the session following receipt of an I, or who is studying away during the session following receipt of an I must still clear the I by the designated deadline. Students may not complete work in a course after graduation.","If the I is not completed by the deadline, it will convert to an F and be reported to the Office of the Registrar. A student who is not enrolled in the university, including a student who experiences a voluntary or involuntary separation, withdrawal, or leave of absence from Duke Kunshan University in the session following receipt of an I, or who is studying away during the session following receipt of an I must still clear the I by the designated deadline. Students may not complete work in a course after graduation.",92,9.840945,4.921258,2,p0318|p0319|p0361|p0320|p0314,Other sections
p0250,Part 6: Academic Procedures and Information,Incomplete Coursework and Excused Absence from Final Exam,,50,"Once recorded, a notation of the I will remain permanently on the student’s record, even after the final grade is assigned for the course. In addition, an I cancels eligibility for Dean’s List and Dean’s List with Distinction in the semester in which the I grade was issued.","Once recorded, a notation of the I will remain permanently on the student’s record, even after the final grade is assigned for the course. In addition, an I cancels eligibility for Dean’s List and Dean’s List with Distinction in the semester in which the I grade was issued.",48,10.055825,5.8421507,2,p0351|p0252|p0317|p0275|p0249,Other sections
p0251,Part 6: Academic Procedures and Information,Incomplete Coursework and Excused Absence from Final Exam,,50,"For purposes of determining satisfactory progress each term and toward graduation, incomplete work in a course indicated by a grade of I is not presumed to be satisfactory performance in that course. Because a grade of I is not presumed to be satisfactory performance, a course with an unresolved I grade may not be used to fulfill a pre-requisite requirement. A student registered for","For purposes of determining satisfactory progress each term and toward graduation, incomplete work in a course indicated by a grade of I is not presumed to be satisfactory performance in that course. Because a grade of I is not presumed to be satisfactory performance, a course with an unresolved I grade may not be used to fulfill a pre-requisite requirement. A student registered for",64,9.898216,5.8066826,2,p0306|p0247|p0252|p0310|p0317,Other sections
p0252,Part 6: Academic Procedures and Information,Incomplete Coursework and Excused Absence from Final Exam,,51,"a course with a prerequisite in which they have an I grade must either drop the course or resolve the I with a passing grade before the end of the drop/add period. For cases in which probationary status or term continuation is in question, incomplete work must be resolved in time for final grades to be submitted to the Office of the University Registrar no later than the weekday preceding the first day of classes of the subsequent fall or spring term (see section on Academic Warning, Probation, and Suspension).","a course with a prerequisite in which they have an I grade must either drop the course or resolve the I with a passing grade before the end of the drop/add period. For cases in which probationary status or term continuation is in question, incomplete work must be resolved in time for final grades to be submitted to the Office of the University Registrar no later than the weekday preceding the first day of classes of the subsequent fall or spring term (see section on Academic Warning, Probation, and Suspension).",90,9.92342,5.7143016,2,p0314|p0248|p0301|p0251|p0306,Other sections
p0253,Part 6: Academic Procedures and Information,Final Examinations,,51,"The times and places of final examinations for each session are officially scheduled by the Office of the Registrar, generally according to the day and hour of the regular course meeting; changes may not be made in the schedule without the approval of the registrar. If a final examination is to be given in a course, it will be given during the official final exam period. Take-home examinations are due at the regularly scheduled hour of an examination, based on the time period of the class. In courses in which final examinations are not scheduled, an exam that substitutes for a final examination may not be given in the last week of classes.","The times and places of final examinations for each session are officially scheduled by the Office of the Registrar, generally according to the day and hour of the regular course meeting; changes may not be made in the schedule without the approval of the registrar. If a final examination is to be given in a course, it will be given during the official final exam period. Take-home examinations are due at the regularly scheduled hour of an examination, based on the time period of the class. In courses in which final examinations are not scheduled, an exam that substitutes for a final examination may not be given in the last week of classes.",113,11.105874,3.5364645,2,p0254|p0256|p0246|p0255|p1313,Other sections
